frame,timestamp_ns,raw_z,z_filt,w_px,conf
810,1783400049708289785,,,,
815,1783400049871932181,,,,
820,1783400050041149863,,,,
825,1783400050208383381,,,,
830,1783400050372024364,,,,
835,1783400050539910551,,,,
840,1783400050709012303,,,,
845,1783400050872331836,,,,
850,1783400051039883078,,,,
855,1783400051208392586,,,,
860,1783400051372506165,,,,
865,1783400051540080009,,,,
870,1783400051708745834,,,,
875,1783400051860931687,,,,
880,1783400052041156781,,,,
885,1783400052208818912,,,,
890,1783400052373060765,,,,
895,1783400052529195057,,,,
900,1783400052708117369,,,,
905,1783400052872436919,,,,
910,1783400053039783752,,,,
915,1783400053208182090,,,,
920,1783400053372110529,,,,
925,1783400053539527024,,,,
930,1783400053696001763,,,,
935,1783400053872028541,,,,
940,1783400054040094739,,,,
945,1783400054209160984,,,,
950,1783400054372156763,,,,
955,1783400054540133050,9.540,,20.3,0.445
960,1783400054708149323,,,,
965,1783400054871989224,,,,
970,1783400055040124152,,,,
975,1783400055196455899,,,,
980,1783400055371781267,,,,
985,1783400055540117517,,,,
990,1783400055709106686,,,,
995,1783400055872133284,,,,
1000,1783400056040072601,,,,
1005,1783400056208347795,,,,
1010,1783400056372429714,,,,
1015,1783400056540269813,,,,
1020,1783400056708340289,,,,
1025,1783400056872984656,,,,
1030,1783400057040801600,,,,
1035,1783400057208386846,,,,
1040,1783400057361418583,,,,
1045,1783400057540335255,,,,
1050,1783400057696642987,,,,
1055,1783400057872506786,,,,
1060,1783400058040942585,,,,
1065,1783400058209026115,,,,
1070,1783400058372892837,,,,
1075,1783400058540173013,,,,
1080,1783400058708434893,,,,
1085,1783400058872196284,,,,
1090,1783400059039997279,7.998,,24.2,0.397
1095,1783400059196824897,,,,
1100,1783400059371617034,,,,
1105,1783400059540131251,9.888,8.943,19.6,0.391
1110,1783400059696880892,7.616,7.998,25.4,0.616
1115,1783400059872294248,6.120,7.807,31.6,0.758
1120,1783400060040039587,5.541,7.616,34.9,0.750
1125,1783400060208968281,5.272,6.120,36.7,0.737
1130,1783400060371003538,5.873,5.873,32.9,0.726
1135,1783400060540224897,5.674,5.674,34.1,0.758
1140,1783400060708930036,6.076,5.674,31.8,0.748
1145,1783400060872255491,6.424,5.873,30.1,0.700
1150,1783400061040409313,6.534,6.076,29.6,0.715
1155,1783400061208906609,6.968,6.424,27.8,0.652
1160,1783400061372214982,8.577,6.534,22.6,0.603
1165,1783400061540566902,,6.534,,
1170,1783400061703670927,,6.534,,
1175,1783400061872451950,,6.534,,
1180,1783400062040512808,,6.534,,
1185,1783400062204670331,,6.534,,
1190,1783400062372574531,,6.534,,
1195,1783400062540410372,,6.534,,
1200,1783400062704585869,8.352,6.968,23.2,0.361
1205,1783400062872349302,,6.968,,
1210,1783400063040637581,,6.968,,
1215,1783400063203998423,,6.968,,
1220,1783400063372449050,,6.968,,
1225,1783400063540387125,5.507,6.968,35.1,0.363
1230,1783400063704661169,,6.968,,
1235,1783400063872001239,,6.968,,
1240,1783400064027874247,,6.968,,
1245,1783400064204564934,,6.968,,
1250,1783400064372281520,,6.968,,
1255,1783400064540634110,,6.968,,
1260,1783400064704286805,,6.968,,
1265,1783400064872270286,,,,
1270,1783400065041388188,,,,
1275,1783400065204391722,,,,
1280,1783400065372411691,,,,
1285,1783400065541433942,,,,
1290,1783400065704599503,,,,
1295,1783400065872992240,,,,
1300,1783400066041131226,,,,
1305,1783400066204433136,,,,
1310,1783400066371844821,,,,
1315,1783400066541032977,,,,
1320,1783400066704638543,,,,
1325,1783400066872114862,,,,
1330,1783400067041111284,,,,
1335,1783400067204453651,,,,
1340,1783400067372524557,,,,
1345,1783400067540532626,,,,
1350,1783400067704446606,,,,
1355,1783400067872231891,,,,
1360,1783400068040816963,,,,
1365,1783400068204180811,,,,
1370,1783400068372370272,,,,
1375,1783400068541223292,,,,
1380,1783400068704469155,,,,
1385,1783400068872729762,,,,
1390,1783400069041475228,,,,
1395,1783400069204665247,,,,
1400,1783400069372165551,,,,
1405,1783400069541249459,,,,
1410,1783400069704180175,,,,
1415,1783400069872323228,,,,
1420,1783400070040932175,,,,
1425,1783400070204570724,,,,
1430,1783400070372342183,,,,
1435,1783400070541188470,,,,
1440,1783400070704526919,,,,
1445,1783400070872586825,,,,
1450,1783400071041481043,,,,
1455,1783400071204262877,,,,
1460,1783400071372032281,,,,
1465,1783400071529817306,,,,
1470,1783400071704811365,,,,
1475,1783400071872153850,,,,
1480,1783400072041410005,,,,
1485,1783400072204552683,,,,
1490,1783400072372635623,,,,
1495,1783400072540368017,,,,
1500,1783400072704778139,,,,
1505,1783400072872377250,,,,
1510,1783400073041098391,,,,
1515,1783400073204572207,,,,
1520,1783400073372143536,,,,
1525,1783400073540999331,,,,
1530,1783400073704458029,,,,
1535,1783400073872516662,,,,
1540,1783400074040116996,,,,
1545,1783400074204588375,,,,
1550,1783400074373134924,,,,
1555,1783400074540668822,,,,
1560,1783400074704566623,,,,
1565,1783400074872273599,,,,
1570,1783400075040530759,,,,
1575,1783400075204773975,,,,
1580,1783400075372592452,,,,
1585,1783400075541035915,,,,
1590,1783400075704989782,,,,
1595,1783400075872519832,,,,
1600,1783400076041465678,,,,
1605,1783400076204817573,,,,
1610,1783400076373322282,,,,
1615,1783400076531639326,,,,
1620,1783400076695715365,,,,
1625,1783400076873773897,,,,
1630,1783400077031110090,,,,
1635,1783400077194071003,,,,
1640,1783400077363179528,,,,
1645,1783400077541397884,,,,
1650,1783400077705061339,,,,
1655,1783400077863021826,,,,
1660,1783400078031106599,,,,
1665,1783400078195150146,,,,
1670,1783400078362205456,,,,
1675,1783400078530618792,,,,
1680,1783400078695459551,,,,
1685,1783400078863002306,,,,
1690,1783400079026350494,,,,
1695,1783400079195184387,,,,
1700,1783400079362144768,,,,
1705,1783400079526737446,,,,
1710,1783400079694862816,,,,
1715,1783400079873842716,,,,
1720,1783400080027884941,,,,
1725,1783400080194487021,8.746,,22.1,0.546
1730,1783400080373201608,8.755,8.751,22.1,0.626
1735,1783400080526326282,9.445,8.755,20.5,0.567
1740,1783400080693866121,9.825,9.100,19.7,0.692
1745,1783400080863185546,9.538,9.445,20.3,0.366
1750,1783400081026788488,,9.445,,
1755,1783400081195293007,10.505,9.538,18.4,0.397
1760,1783400081373261799,,9.538,,
1765,1783400081536577676,9.676,9.676,20.0,0.386
1770,1783400081694830398,9.328,9.676,20.7,0.670
1775,1783400081873526610,9.291,9.538,20.8,0.448
1780,1783400082038816461,8.756,9.328,22.1,0.540
1785,1783400082204783486,8.719,9.291,22.2,0.494
1790,1783400082362212926,8.633,8.756,22.4,0.501
1795,1783400082537811413,8.977,8.756,21.6,0.753
1800,1783400082693975372,8.923,8.756,21.7,0.657
1805,1783400082872941256,8.639,8.719,22.4,0.608
1810,1783400083037107895,8.560,8.639,22.6,0.610
1815,1783400083204754226,8.635,8.639,22.4,0.460
1820,1783400083374201613,5.583,8.635,34.7,0.671
1825,1783400083526463631,5.239,8.560,36.9,0.599
1830,1783400083705045757,5.284,5.583,36.6,0.668
1835,1783400083874378638,5.036,5.284,38.4,0.748
1840,1783400084028033447,5.086,5.239,38.0,0.706
1845,1783400084205232639,4.766,5.086,40.6,0.773
1850,1783400084361991938,4.938,5.036,39.2,0.745
1855,1783400084526175911,4.677,4.938,41.4,0.741
1860,1783400084704441777,4.699,4.766,41.2,0.748
1865,1783400084873547677,4.649,4.699,41.6,0.766
1870,1783400085026937775,4.708,4.699,41.1,0.738
1875,1783400085195127356,4.600,4.677,42.1,0.775
1880,1783400085362722160,4.754,4.699,40.7,0.753
1885,1783400085536784311,4.631,4.649,41.8,0.628
1890,1783400085695122225,4.298,4.631,45.0,0.788
1895,1783400085863186399,4.488,4.600,43.1,0.784
1900,1783400086026632361,4.380,4.488,44.2,0.829
1905,1783400086195007395,4.635,4.488,41.7,0.820
1910,1783400086363166188,4.426,4.426,43.7,0.823
1915,1783400086527133861,4.454,4.454,43.4,0.805
1920,1783400086694164634,4.157,4.426,46.5,0.803
1925,1783400086863333003,3.979,4.426,48.6,0.826
1930,1783400087027282852,4.024,4.157,48.1,0.829
1935,1783400087194766734,3.927,4.024,49.3,0.816
1940,1783400087362917823,3.808,3.979,50.8,0.818
1945,1783400087527325620,3.884,3.927,49.8,0.797
1950,1783400087695206817,3.949,3.927,49.0,0.723
1955,1783400087863395546,4.052,3.927,47.7,0.748
1960,1783400088027477957,3.588,3.884,53.9,0.752
1965,1783400088194612046,3.761,3.884,51.4,0.756
1970,1783400088362347798,3.873,3.873,50.0,0.777
1975,1783400088527341998,3.824,3.824,50.6,0.793
1980,1783400088695301774,3.845,3.824,50.3,0.799
1985,1783400088863239277,3.724,3.824,52.0,0.768
1990,1783400089027037458,3.580,3.824,54.0,0.788
1995,1783400089195129435,3.586,3.724,54.0,0.820
2000,1783400089363247521,3.623,3.623,53.4,0.819
2005,1783400089526934812,3.567,3.586,54.2,0.817
2010,1783400089695247427,3.534,3.580,54.7,0.836
2015,1783400089873867054,3.481,3.567,55.6,0.829
2020,1783400090037775054,3.461,3.534,55.9,0.825
2025,1783400090195314322,3.364,3.481,57.5,0.838
2030,1783400090363320756,3.441,3.461,56.2,0.815
2035,1783400090527275374,3.307,3.441,58.5,0.809
2040,1783400090695266829,3.332,3.364,58.1,0.850
2045,1783400090863388813,3.355,3.355,57.7,0.816
2050,1783400091036836199,3.215,3.332,60.2,0.835
2055,1783400091205362409,3.160,3.307,61.2,0.851
2060,1783400091362456724,3.126,3.215,61.9,0.848
2065,1783400091527082374,3.048,3.160,63.5,0.845
2070,1783400091695422692,3.049,3.126,63.5,0.833
2075,1783400091863445407,2.897,3.049,66.8,0.831
2080,1783400092026831847,2.942,3.048,65.8,0.812
2085,1783400092195116870,2.795,2.942,69.2,0.841
2090,1783400092373857937,2.931,2.931,66.0,0.841
2095,1783400092527328938,2.912,2.912,66.4,0.840
2100,1783400092695437296,2.700,2.912,71.7,0.839
2105,1783400092872899788,2.696,2.795,71.8,0.857
2110,1783400093037083290,2.638,2.700,73.4,0.848
2115,1783400093194450111,2.541,2.696,76.2,0.846
2120,1783400093363393542,2.494,2.638,77.6,0.852
2125,1783400093538374046,2.397,2.541,80.7,0.848
2130,1783400093694679794,2.296,2.494,84.3,0.850
2135,1783400093873422364,2.337,2.397,82.8,0.848
2140,1783400094037584587,2.400,2.397,80.6,0.852
2145,1783400094206360591,2.487,2.397,77.8,0.863
2150,1783400094373093810,2.382,2.382,81.2,0.854
2155,1783400094527174647,2.436,2.400,79.4,0.852
2160,1783400094705285049,2.406,2.406,80.4,0.859
2165,1783400094873198777,2.357,2.406,82.1,0.846
2170,1783400095037059958,2.378,2.382,81.4,0.844
2175,1783400095192671058,2.288,2.378,84.6,0.840
2180,1783400095360910865,2.108,2.357,91.8,0.821
2185,1783400095525958717,2.116,2.288,91.4,0.849
2190,1783400095703987412,2.010,2.116,96.3,0.837
2195,1783400095871905880,2.071,2.108,93.4,0.848
2200,1783400096035869324,1.999,2.071,96.8,0.854
2205,1783400096204772990,1.899,2.010,101.9,0.860
2210,1783400096373098219,1.865,1.999,103.8,0.856
2215,1783400096537070270,1.820,1.899,106.3,0.848
2220,1783400096695424715,1.701,1.865,113.7,0.789
2225,1783400096869115752,1.784,1.820,108.4,0.760
2230,1783400097037285848,1.761,1.784,109.9,0.833
2235,1783400097195444731,1.775,1.775,109.0,0.837
2240,1783400097370536376,1.714,1.761,112.9,0.808
2245,1783400097537739046,1.729,1.761,111.9,0.831
2250,1783400097695974636,1.628,1.729,118.9,0.844
2255,1783400097858607938,1.644,1.714,117.7,0.844
2260,1783400098038636148,1.658,1.658,116.7,0.847
2265,1783400098195562494,1.607,1.644,120.4,0.820
2270,1783400098359551457,1.617,1.628,119.7,0.825
2275,1783400098527559735,1.637,1.637,118.2,0.848
2280,1783400098694757525,1.627,1.627,118.9,0.837
2285,1783400098859434193,1.728,1.627,112.0,0.829
2290,1783400099027590662,1.704,1.637,113.6,0.843
2295,1783400099194305215,1.726,1.704,112.1,0.835
2300,1783400099359736655,1.696,1.704,114.1,0.777
2305,1783400099527412552,1.686,1.704,114.8,0.844
2310,1783400099695679821,1.689,1.696,114.5,0.810
2315,1783400099869550500,1.599,1.689,121.0,0.828
2320,1783400100038395144,1.702,1.689,113.7,0.841
2325,1783400100195657757,1.724,1.689,112.2,0.821
2330,1783400100358631594,1.616,1.689,119.7,0.810
2335,1783400100539135937,1.650,1.650,117.2,0.824
2340,1783400100694749502,1.689,1.689,114.6,0.823
2345,1783400100859553512,1.749,1.689,110.6,0.829
2350,1783400101027575445,1.838,1.689,105.3,0.830
2355,1783400101196473311,1.720,1.720,112.5,0.801
2360,1783400101359681202,1.711,1.720,113.1,0.814
2365,1783400101527615850,1.805,1.749,107.2,0.795
2370,1783400101694788764,1.823,1.805,106.1,0.761
2375,1783400101859585599,1.859,1.805,104.1,0.790
2380,1783400102026763882,1.680,1.805,115.2,0.774
2385,1783400102194636232,1.771,1.805,109.2,0.637
2390,1783400102359533308,1.803,1.803,107.3,0.657
2395,1783400102527600377,1.771,1.771,109.3,0.494
2400,1783400102695601802,1.922,1.771,100.7,0.752
2405,1783400102859586517,1.956,1.803,98.9,0.705
2410,1783400103036896630,2.184,1.922,88.6,0.695
2415,1783400103194716460,2.545,1.956,76.0,0.667
2420,1783400103371004374,2.709,2.184,71.4,0.589
2425,1783400103537277571,3.249,2.545,59.5,0.693
2430,1783400103705617919,3.506,2.709,55.2,0.693
2435,1783400103859872857,3.754,3.249,51.5,0.539
2440,1783400104026324462,4.633,3.506,41.8,0.385
2445,1783400104205373283,6.415,3.754,30.2,0.680
2450,1783400104369561835,6.453,4.633,30.0,0.710
2455,1783400104536983720,6.145,6.145,31.5,0.668
2460,1783400104695767429,4.744,6.145,40.8,0.370
2465,1783400104869403472,5.472,6.145,35.4,0.470
2470,1783400105037648900,5.445,5.472,35.5,0.633
2475,1783400105194880204,5.555,5.472,34.8,0.653
2480,1783400105359742414,5.508,5.472,35.1,0.601
2485,1783400105527137468,5.526,5.508,35.0,0.700
2490,1783400105706093553,5.801,5.526,33.4,0.716
2495,1783400105859520331,5.730,5.555,33.8,0.692
2500,1783400106027804051,5.726,5.726,33.8,0.714
2505,1783400106195532828,5.600,5.726,34.6,0.724
2510,1783400106359528794,5.355,5.726,36.1,0.757
2515,1783400106537301485,5.572,5.600,34.7,0.761
2520,1783400106705363215,5.334,5.572,36.3,0.769
2525,1783400106858807054,5.244,5.355,36.9,0.758
2530,1783400107028378648,5.280,5.334,36.7,0.769
2535,1783400107194910915,5.104,5.280,37.9,0.758
2540,1783400107359452697,4.875,5.244,39.7,0.743
2545,1783400107527527912,4.968,5.104,38.9,0.762
2550,1783400107696420688,4.806,4.968,40.3,0.775
2555,1783400107870456189,4.810,4.875,40.2,0.797
2560,1783400108027382234,4.814,4.814,40.2,0.796
2565,1783400108206391962,4.925,4.814,39.3,0.790
2570,1783400108359630903,4.897,4.814,39.5,0.803
2575,1783400108527189999,4.853,4.853,39.9,0.797
2580,1783400108695794378,4.825,4.853,40.1,0.797
2585,1783400108869978971,4.698,4.853,41.2,0.800
2590,1783400109026995398,4.352,4.825,44.5,0.800
2595,1783400109206502760,4.612,4.698,42.0,0.771
2600,1783400109358898280,4.607,4.612,42.0,0.781
2605,1783400109527853925,4.551,4.607,42.5,0.782
2610,1783400109705580178,4.575,4.575,42.3,0.781
2615,1783400109870279729,4.539,4.575,42.6,0.784
2620,1783400110028232542,4.296,4.551,45.0,0.789
2625,1783400110195137807,4.261,4.539,45.4,0.795
2630,1783400110359821007,4.159,4.296,46.5,0.807
2635,1783400110527821069,4.271,4.271,45.3,0.827
2640,1783400110695912405,4.130,4.261,46.9,0.835
2645,1783400110859432388,4.051,4.159,47.8,0.835
2650,1783400111027865191,3.723,4.130,52.0,0.834
2655,1783400111194957080,3.693,4.051,52.4,0.834
2660,1783400111358937718,3.749,3.749,51.6,0.831
2665,1783400111528079566,3.829,3.749,50.5,0.840
2670,1783400111695928000,4.078,3.749,47.5,0.836
2675,1783400111859988779,4.128,3.829,46.9,0.778
2680,1783400112027902137,3.846,3.846,50.3,0.792
2685,1783400112195936284,2.908,3.846,66.5,0.505
2690,1783400112359431290,3.860,3.860,50.1,0.839
2695,1783400112538668428,3.768,3.846,51.3,0.826
2700,1783400112694919042,3.724,3.768,52.0,0.828
2705,1783400112858946668,3.613,3.724,53.6,0.853
2710,1783400113027997243,3.434,3.724,56.4,0.841
2715,1783400113196832139,3.277,3.613,59.1,0.817
2720,1783400113358911800,3.326,3.434,58.2,0.809
2725,1783400113527373569,3.142,3.326,61.6,0.813
2730,1783400113695860094,3.237,3.277,59.8,0.805
2735,1783400113858933360,3.267,3.267,59.2,0.809
2740,1783400114027918491,3.319,3.267,58.3,0.790
2745,1783400114189806008,3.343,3.267,57.9,0.769
2750,1783400114368968425,3.343,3.319,57.9,0.803
2755,1783400114537403352,3.295,3.319,58.7,0.807
2760,1783400114689728500,3.274,3.319,59.1,0.806
2765,1783400114869408488,3.218,3.295,60.1,0.831
2770,1783400115037590536,3.294,3.294,58.7,0.839
2775,1783400115201207213,3.224,3.274,60.0,0.827
2780,1783400115369510230,3.065,3.224,63.1,0.819
2785,1783400115537802246,3.016,3.218,64.2,0.826
2790,1783400115701007212,3.076,3.076,62.9,0.826
2795,1783400115868494111,3.035,3.065,63.8,0.834
2800,1783400116037514749,2.913,3.035,66.4,0.855
2805,1783400116201372012,3.044,3.035,63.6,0.837
2810,1783400116359726547,3.073,3.044,63.0,0.805
2815,1783400116537501923,3.030,3.035,63.9,0.829
2820,1783400116701965757,3.099,3.044,62.4,0.852
2825,1783400116858945935,3.177,3.073,60.9,0.829
2830,1783400117026773009,3.230,3.099,59.9,0.836
2835,1783400117190843917,3.239,3.177,59.7,0.829
2840,1783400117370113598,3.203,3.203,60.4,0.854
2845,1783400117526829414,3.236,3.230,59.8,0.837
2850,1783400117691129598,3.162,3.230,61.2,0.851
2855,1783400117868921134,3.293,3.236,58.8,0.837
2860,1783400118037506126,3.378,3.236,57.3,0.842
2865,1783400118191511501,3.381,3.293,57.2,0.734
2870,1783400118370584036,3.683,3.378,52.5,0.803
2875,1783400118527980613,4.833,3.381,40.0,0.801
2880,1783400118691737126,5.220,3.683,37.1,0.782
2885,1783400118859529104,5.050,4.833,38.3,0.745
2890,1783400119027992945,4.884,4.884,39.6,0.766
2895,1783400119192321022,4.791,4.884,40.4,0.776
2900,1783400119359419033,4.871,4.884,39.7,0.728
2905,1783400119527929924,4.755,4.871,40.7,0.771
2910,1783400119691793810,4.591,4.791,42.1,0.815
2915,1783400119859801466,4.501,4.755,43.0,0.805
2920,1783400120028026365,4.788,4.755,40.4,0.751
2925,1783400120203201327,4.766,4.755,40.6,0.652
2930,1783400120360052330,4.547,4.591,42.6,0.701
2935,1783400120528072841,4.802,4.766,40.3,0.697
2940,1783400120692808551,4.859,4.788,39.8,0.774
2945,1783400120859631470,4.661,4.766,41.5,0.776
2950,1783400121028667528,4.679,4.679,41.4,0.796
2955,1783400121192063125,4.739,4.739,40.8,0.797
2960,1783400121360121307,4.547,4.679,42.6,0.807
2965,1783400121528199808,4.604,4.661,42.0,0.796
2970,1783400121692158504,4.594,4.604,42.1,0.798
2975,1783400121860142585,4.565,4.594,42.4,0.800
2980,1783400122028038991,4.369,4.565,44.3,0.810
2985,1783400122192052380,4.461,4.565,43.4,0.738
2990,1783400122360004241,4.270,4.461,45.3,0.749
2995,1783400122527195408,4.194,4.369,46.1,0.739
3000,1783400122691131181,4.405,4.369,43.9,0.754
3005,1783400122870594639,4.290,4.290,45.1,0.803
3010,1783400123028026994,4.237,4.270,45.7,0.804
3015,1783400123191840464,4.241,4.241,45.6,0.727
3020,1783400123358913638,4.294,4.290,45.1,0.758
3025,1783400123528032783,3.884,4.241,49.8,0.772
3030,1783400123692079105,4.292,4.241,45.1,0.654
3035,1783400123859646416,4.219,4.241,45.9,0.724
3040,1783400124027126993,4.319,4.292,44.8,0.729
3045,1783400124191664115,4.180,4.219,46.3,0.745
3050,1783400124360550839,3.934,4.219,49.2,0.783
3055,1783400124537945072,4.180,4.180,46.3,0.788
3060,1783400124690233920,4.176,4.180,46.3,0.737
3065,1783400124859485597,4.281,4.180,45.2,0.775
3070,1783400125026533894,4.282,4.180,45.2,0.713
3075,1783400125190056281,4.486,4.281,43.1,0.699
3080,1783400125369532844,4.147,4.281,46.7,0.786
3085,1783400125537897608,4.153,4.281,46.6,0.797
3090,1783400125701178087,2.945,4.153,65.7,0.451
3095,1783400125869390593,4.365,4.153,44.3,0.667
3100,1783400126028112164,4.544,4.153,42.6,0.733
3105,1783400126202112899,4.483,4.365,43.2,0.652
3110,1783400126359706710,4.236,4.365,45.7,0.762
3115,1783400126526462041,4.561,4.483,42.4,0.733
3120,1783400126702528765,4.269,4.483,45.3,0.731
3125,1783400126859435264,4.133,4.269,46.8,0.756
3130,1783400127037825846,4.018,4.236,48.2,0.819
3135,1783400127192018476,3.942,4.133,49.1,0.795
