frame,timestamp_ns,raw_z,z_filt,w_px,conf
5550,1783400792968911656,,,,
5555,1783400793133556835,,,,
5560,1783400793300767750,2.105,,91.9,0.383
5565,1783400793457160804,,,,
5570,1783400793632418324,,,,
5575,1783400793800425959,,,,
5580,1783400793969005781,,,,
5585,1783400794132388725,,,,
5590,1783400794301154059,,,,
5595,1783400794469362947,,,,
5600,1783400794632726483,2.297,2.201,84.2,0.389
5605,1783400794800337258,,2.201,,
5610,1783400794969110606,2.277,2.277,85.0,0.472
5615,1783400795132660196,,2.277,,
5620,1783400795300364768,,2.277,,
5625,1783400795468920504,,2.277,,
5630,1783400795620776582,,2.277,,
5635,1783400795788740575,,2.277,,
5640,1783400795968942675,,2.277,,
5645,1783400796132751296,,2.277,,
5650,1783400796300462911,2.451,2.287,79.0,0.530
5655,1783400796457870930,2.542,2.297,76.1,0.455
5660,1783400796632678797,2.469,2.451,78.4,0.368
5665,1783400796800275774,8.356,2.469,23.2,0.425
5670,1783400796969254322,,2.469,,
5675,1783400797132612178,,2.469,,
5680,1783400797300473107,2.317,2.469,83.5,0.410
5685,1783400797467703910,,2.469,,
5690,1783400797633120301,,2.469,,
5695,1783400797801371480,,2.469,,
5700,1783400797969162815,,2.469,,
5705,1783400798132494942,2.524,2.524,76.7,0.381
5710,1783400798300481849,,2.524,,
5715,1783400798457793126,2.524,2.524,76.7,0.353
5720,1783400798632474052,2.637,2.524,73.4,0.522
5725,1783400798800990533,,2.524,,
5730,1783400798968915693,2.648,2.524,73.1,0.555
5735,1783400799132530927,,2.524,,
5740,1783400799289784904,,2.524,,
5745,1783400799467844530,,2.524,,
5750,1783400799632516249,,2.524,,
5755,1783400799791132840,,2.524,,
5760,1783400799964489053,,2.524,,
5765,1783400800132744159,,2.524,,
5770,1783400800291441725,,,,
5775,1783400800464676838,3.367,,57.5,0.434
5780,1783400800632829590,,,,
5785,1783400800800843038,,,,
5790,1783400800964888809,3.076,3.222,62.9,0.479
5795,1783400801133093189,2.072,3.076,93.4,0.611
5800,1783400801300154841,,3.076,,
5805,1783400801464495812,,3.076,,
5810,1783400801633113826,,3.076,,
5815,1783400801790199163,,3.076,,
5820,1783400801964541818,,3.076,,
5825,1783400802132674913,2.317,2.696,83.5,0.463
5830,1783400802300963843,2.582,2.582,74.9,0.723
5835,1783400802464631677,,2.582,,
5840,1783400802632627091,2.773,2.582,69.8,0.723
5845,1783400802800972247,,2.582,,
5850,1783400802964772523,3.455,2.582,56.0,0.707
5855,1783400803121275065,3.768,2.773,51.4,0.770
5860,1783400803300568490,4.055,3.455,47.7,0.693
5865,1783400803463946845,4.265,3.768,45.4,0.610
5870,1783400803632304596,4.205,4.055,46.0,0.618
5875,1783400803800775061,4.611,4.205,42.0,0.499
5880,1783400803954028319,4.810,4.265,40.2,0.394
5885,1783400804132639180,,4.265,,
5890,1783400804300429023,,4.265,,
5895,1783400804464633875,,4.265,,
5900,1783400804633301033,,4.265,,
5905,1783400804800344140,,4.265,,
5910,1783400804955155824,,4.265,,
5915,1783400805122707816,,4.265,,
5920,1783400805291205672,,,,
5925,1783400805454982132,,,,
5930,1783400805622756094,,,,
5935,1783400805791188166,,,,
5940,1783400805955116224,,,,
5945,1783400806122882904,,,,
5950,1783400806291150945,,,,
5955,1783400806454285958,,,,
5960,1783400806622838318,,,,
5965,1783400806790280462,,,,
5970,1783400806955208126,,,,
5975,1783400807133076388,,,,
5980,1783400807291206868,,,,
5985,1783400807454315271,,,,
5990,1783400807623241440,,,,
5995,1783400807791186388,,,,
6000,1783400807955254139,,,,
6005,1783400808123260594,,,,
6010,1783400808290334960,,,,
6015,1783400808455334761,,,,
6020,1783400808623276804,,,,
6025,1783400808791230948,,,,
6030,1783400808955892316,,,,
6035,1783400809123233158,,,,
6040,1783400809290341698,,,,
6045,1783400809454829889,,,,
6050,1783400809623304050,,,,
6055,1783400809791315795,,,,
6060,1783400809955257178,,,,
6065,1783400810123299079,,,,
6070,1783400810302458551,,,,
6075,1783400810454963229,,,,
6080,1783400810633295902,,,,
6085,1783400810791332173,,,,
6090,1783400810955368366,,,,
6095,1783400811122461157,,,,
6100,1783400811290401917,,,,
6105,1783400811455255039,,,,
6110,1783400811623438961,,,,
6115,1783400811790371158,,,,
6120,1783400811954743049,,,,
6125,1783400812122537430,,,,
6130,1783400812301866143,,,,
6135,1783400812454763055,,,,
6140,1783400812632825865,,,,
6145,1783400812790446007,,,,
6150,1783400812964584254,,,,
6155,1783400813122755741,,,,
6160,1783400813291239992,,,,
6165,1783400813465479771,,,,
6170,1783400813623609540,,,,
6175,1783400813791519400,,,,
6180,1783400813954933994,,,,
6185,1783400814122407939,,,,
6190,1783400814291085636,,,,
6195,1783400814464585542,,,,
6200,1783400814632899019,,,,
