frame,timestamp_ns,raw_z,z_filt,w_px,conf
2600,1783400694628539008,2.047,2.264,94.5,0.832
2605,1783400694796567364,2.037,2.212,95.0,0.829
2610,1783400694959832434,1.945,2.047,99.5,0.838
2615,1783400695127559098,2.108,2.047,91.8,0.839
2620,1783400695295041198,2.035,2.037,95.1,0.831
2625,1783400695471661111,2.066,2.037,93.6,0.836
2630,1783400695628541430,1.970,2.035,98.2,0.836
2635,1783400695795637988,1.940,2.035,99.7,0.836
2640,1783400695969925648,1.960,1.970,98.7,0.834
2645,1783400696128002226,1.857,1.960,104.2,0.822
2650,1783400696306426373,1.841,1.940,105.1,0.815
2655,1783400696459403155,1.908,1.908,101.4,0.840
2660,1783400696637979160,1.928,1.908,100.4,0.853
2665,1783400696796284341,1.836,1.857,105.4,0.842
2670,1783400696968462419,1.864,1.864,103.8,0.845
2675,1783400697138223763,1.947,1.908,99.4,0.851
2680,1783400697305741470,1.883,1.883,102.8,0.841
2685,1783400697469759409,1.865,1.865,103.7,0.843
2690,1783400697637654802,1.936,1.883,99.9,0.842
2695,1783400697806442448,2.038,1.936,95.0,0.834
2700,1783400697958693315,2.093,1.936,92.5,0.827
2705,1783400698126229898,2.186,2.038,88.5,0.820
2710,1783400698296572214,2.303,2.093,84.0,0.831
2715,1783400698460165888,2.430,2.186,79.6,0.827
2720,1783400698628332616,2.430,2.303,79.6,0.811
2725,1783400698796169949,2.513,2.430,77.0,0.817
2730,1783400698960160656,2.596,2.430,74.5,0.811
2735,1783400699127667853,3.247,2.513,59.6,0.805
2740,1783400699307001525,3.521,2.596,55.0,0.764
2745,1783400699460041999,3.854,3.247,50.2,0.755
2750,1783400699628238724,4.757,3.521,40.7,0.627
2755,1783400699796739436,5.499,3.854,35.2,0.507
2760,1783400699960703722,5.015,4.757,38.6,0.584
2765,1783400700128194398,4.782,4.782,40.5,0.570
2770,1783400700297139202,4.283,4.782,45.2,0.685
2775,1783400700460135793,4.370,4.782,44.3,0.587
2780,1783400700628715094,5.167,4.782,37.4,0.409
2785,1783400700796792494,7.058,4.782,27.4,0.514
2790,1783400700959848266,10.205,5.167,19.0,0.444
2795,1783400701128519762,,5.167,,
2800,1783400701307179135,,5.167,,
2805,1783400701461094249,,5.167,,
2810,1783400701628795885,,5.167,,
2815,1783400701796230143,,5.167,,
2820,1783400701959251471,,5.167,,
2825,1783400702129372316,,5.167,,
2830,1783400702306920752,,,,
2835,1783400702461194666,,,,
2840,1783400702639151906,,,,
2845,1783400702795794202,,,,
2850,1783400702960791188,,,,
2855,1783400703128764629,,,,
2860,1783400703295809980,5.242,,36.9,0.355
2865,1783400703470800102,,,,
2870,1783400703639236743,,,,
2875,1783400703796803163,,,,
2880,1783400703960376728,,,,
2885,1783400704128764866,,,,
2890,1783400704296023211,,,,
2895,1783400704461355583,5.324,5.283,36.3,0.475
2900,1783400704628711303,5.584,5.324,34.7,0.621
2905,1783400704796533988,4.680,5.283,41.3,0.652
2910,1783400704960712000,,5.283,,
2915,1783400705128188278,4.700,5.242,41.2,0.439
2920,1783400705295959606,,5.242,,
2925,1783400705470513101,,5.242,,
2930,1783400705628752175,4.913,4.913,39.4,0.431
2935,1783400705806408626,,4.913,,
2940,1783400705960759576,4.506,4.700,42.9,0.550
2945,1783400706128844389,4.237,4.680,45.7,0.653
2950,1783400706296955582,4.225,4.506,45.8,0.642
2955,1783400706470331142,4.252,4.252,45.5,0.631
2960,1783400706628530782,4.325,4.252,44.7,0.659
2965,1783400706797190225,4.080,4.237,47.4,0.472
2970,1783400706970487405,4.043,4.225,47.9,0.384
2975,1783400707129391433,,4.225,,
2980,1783400707296882799,,4.225,,
2985,1783400707470278958,4.076,4.080,47.5,0.421
2990,1783400707627939075,3.910,4.076,49.5,0.695
2995,1783400707796895131,3.789,4.043,51.1,0.749
3000,1783400707970649650,3.970,3.970,48.7,0.565
3005,1783400708138503195,3.777,3.910,51.2,0.690
3010,1783400708297113324,4.001,3.910,48.4,0.585
3015,1783400708459326138,3.748,3.789,51.6,0.621
3020,1783400708627968880,,3.789,,
3025,1783400708797575639,3.121,3.777,62.0,0.413
3030,1783400708972161946,,3.777,,
3035,1783400709129065277,3.538,3.748,54.7,0.507
3040,1783400709307441693,3.871,3.748,50.0,0.647
3045,1783400709460829486,4.105,3.748,47.1,0.761
3050,1783400709628854375,3.982,3.871,48.6,0.660
3055,1783400709796203873,4.296,3.982,45.0,0.741
3060,1783400709960638090,4.217,4.105,45.9,0.719
3065,1783400710128569383,4.226,4.217,45.8,0.713
3070,1783400710296624118,4.408,4.226,43.9,0.423
3075,1783400710459554292,,4.226,,
3080,1783400710628336869,4.059,4.226,47.7,0.473
3085,1783400710795897999,3.321,4.217,58.3,0.398
3090,1783400710960929510,,4.217,,
3095,1783400711128450714,3.221,4.059,60.1,0.652
3100,1783400711293014758,3.037,3.321,63.7,0.791
3105,1783400711460217658,3.326,3.321,58.2,0.547
3110,1783400711629787598,3.425,3.321,56.5,0.757
3115,1783400711792981744,3.210,3.221,60.3,0.814
3120,1783400711960280645,3.440,3.326,56.2,0.745
3125,1783400712128944677,3.393,3.393,57.0,0.740
3130,1783400712292948278,3.366,3.393,57.5,0.761
3135,1783400712460774761,3.340,3.366,57.9,0.824
3140,1783400712628662199,3.423,3.393,56.5,0.783
3145,1783400712792925663,3.378,3.378,57.3,0.792
3150,1783400712960949851,3.324,3.366,58.2,0.829
3155,1783400713129009125,3.126,3.340,61.9,0.838
3160,1783400713292973933,3.117,3.324,62.1,0.855
3165,1783400713461840178,3.008,3.126,64.3,0.843
3170,1783400713628042680,2.986,3.117,64.8,0.829
3175,1783400713792967127,2.935,3.008,65.9,0.844
3180,1783400713961521070,2.948,2.986,65.6,0.848
3185,1783400714129043627,2.944,2.948,65.7,0.835
3190,1783400714292063552,2.969,2.948,65.2,0.845
3195,1783400714460677670,2.990,2.948,64.7,0.835
3200,1783400714638487861,2.772,2.948,69.8,0.838
3205,1783400714792784007,2.844,2.944,68.0,0.844
3210,1783400714960869110,2.708,2.844,71.5,0.847
3215,1783400715129020670,2.772,2.772,69.8,0.855
3220,1783400715292021297,2.948,2.772,65.6,0.851
3225,1783400715460537449,2.861,2.844,67.6,0.866
3230,1783400715639878885,2.930,2.861,66.0,0.856
3235,1783400715792907526,2.879,2.879,67.2,0.860
3240,1783400715961024340,2.849,2.879,67.9,0.854
3245,1783400716127691303,2.824,2.861,68.5,0.858
3250,1783400716291782740,2.952,2.879,65.5,0.857
3255,1783400716470932082,2.946,2.879,65.7,0.840
3260,1783400716628508782,3.068,2.946,63.1,0.842
3265,1783400716792292054,3.025,2.952,64.0,0.846
3270,1783400716970865584,2.971,2.971,65.1,0.835
3275,1783400717139290763,2.577,2.971,75.1,0.831
3280,1783400717292414735,3.348,3.025,57.8,0.795
3285,1783400717459724208,6.837,3.025,28.3,0.409
3290,1783400717628466459,,3.025,,
3295,1783400717791820177,,3.025,,
3300,1783400717960524165,,3.025,,
3305,1783400718128064976,,3.025,,
3310,1783400718292413912,,3.025,,
3315,1783400718470485370,,3.025,,
3320,1783400718629049412,,3.025,,
3325,1783400718802843956,,,,
3330,1783400718960965880,,,,
3335,1783400719129429602,,,,
3340,1783400719292240730,,,,
3345,1783400719460898119,,,,
3350,1783400719627950193,,,,
3355,1783400719802799278,,,,
3360,1783400719960667771,,,,
3365,1783400720128572131,7.852,,24.6,0.465
3370,1783400720292978707,8.016,7.934,24.1,0.455
3375,1783400720462187041,7.796,7.852,24.8,0.353
3380,1783400720629108386,8.368,7.934,23.1,0.389
3385,1783400720792511468,8.301,8.016,23.3,0.527
3390,1783400720960636056,9.003,8.301,21.5,0.386
3395,1783400721128917632,8.189,8.301,23.6,0.572
3400,1783400721292927806,8.335,8.335,23.2,0.490
3405,1783400721460663286,8.805,8.335,22.0,0.520
3410,1783400721629259409,8.212,8.335,23.6,0.553
3415,1783400721792385285,8.139,8.212,23.8,0.476
3420,1783400721960815343,9.236,8.335,21.0,0.432
3425,1783400722129198962,8.271,8.271,23.4,0.386
3430,1783400722293327620,7.130,8.212,27.1,0.419
3435,1783400722460380395,,8.212,,
3440,1783400722629375906,,8.212,,
3445,1783400722792256787,9.313,8.271,20.8,0.394
3450,1783400722960442772,10.087,9.236,19.2,0.466
3455,1783400723128351751,,9.236,,
3460,1783400723293288202,,9.236,,
3465,1783400723461354229,,9.236,,
3470,1783400723629307783,,9.236,,
3475,1783400723793351570,6.003,8.271,32.2,0.372
3480,1783400723961263756,,8.271,,
3485,1783400724129393935,,8.271,,
3490,1783400724303808155,,8.271,,
3495,1783400724460699905,,8.271,,
3500,1783400724628382845,,8.271,,
3505,1783400724803126019,,8.271,,
3510,1783400724961328396,,8.271,,
3515,1783400725129537104,,,,
3520,1783400725293523382,,,,
3525,1783400725461398276,,,,
3530,1783400725628986006,,,,
3535,1783400725792361826,,,,
3540,1783400725961314957,,,,
3545,1783400726129302145,,,,
3550,1783400726292358669,,,,
3555,1783400726460438532,,,,
3560,1783400726628330730,,,,
3565,1783400726803310804,,,,
3570,1783400726961246024,,,,
3575,1783400727128634886,,,,
3580,1783400727293255779,,,,
3585,1783400727461255029,2.981,,64.9,0.354
3590,1783400727628225519,2.740,2.860,70.6,0.380
3595,1783400727793091425,2.590,2.740,74.7,0.630
3600,1783400727961334919,2.629,2.685,73.6,0.731
3605,1783400728139093703,2.510,2.629,77.1,0.757
3610,1783400728292514158,2.473,2.590,78.3,0.828
3615,1783400728470827625,2.407,2.510,80.4,0.728
3620,1783400728629123609,2.334,2.473,82.9,0.790
3625,1783400728802774311,2.321,2.407,83.4,0.754
3630,1783400728961371026,2.391,2.391,80.9,0.737
3635,1783400729125411577,2.364,2.364,81.9,0.765
3640,1783400729293203625,2.086,2.334,92.7,0.804
3645,1783400729461115470,2.245,2.321,86.2,0.789
3650,1783400729624759669,2.223,2.245,87.0,0.799
3655,1783400729793138168,2.210,2.223,87.6,0.824
3660,1783400729960144876,2.122,2.210,91.2,0.822
3665,1783400730125419008,2.138,2.210,90.5,0.805
3670,1783400730292783073,2.052,2.138,94.3,0.816
3675,1783400730460833782,2.088,2.122,92.7,0.825
3680,1783400730625095823,2.037,2.088,95.0,0.838
3685,1783400730792967052,2.045,2.052,94.6,0.823
3690,1783400730959700802,2.061,2.052,93.9,0.815
3695,1783400731125420398,1.961,2.045,98.7,0.822
3700,1783400731303087448,1.943,2.037,99.6,0.808
3705,1783400731471250389,1.877,1.961,103.1,0.804
3710,1783400731625458598,1.896,1.943,102.1,0.787
3715,1783400731793012263,1.897,1.897,102.0,0.818
3720,1783400731960518830,1.840,1.896,105.1,0.794
3725,1783400732135376901,1.809,1.877,107.0,0.786
3730,1783400732292380593,1.788,1.840,108.2,0.817
3735,1783400732461477756,1.837,1.837,105.3,0.813
3740,1783400732636193197,1.777,1.809,108.9,0.795
3745,1783400732793053488,1.771,1.788,109.2,0.779
3750,1783400732960515410,1.968,1.788,98.3,0.811
3755,1783400733124629029,1.805,1.805,107.2,0.825
3760,1783400733292696109,1.711,1.777,113.1,0.834
3765,1783400733461432598,1.816,1.805,106.6,0.825
3770,1783400733625411642,1.784,1.805,108.5,0.837
3775,1783400733792883612,1.799,1.799,107.6,0.844
3780,1783400733961486728,1.728,1.784,112.0,0.835
3785,1783400734125442869,1.733,1.784,111.7,0.848
3790,1783400734293395111,1.704,1.733,113.6,0.849
3795,1783400734462708434,1.682,1.728,115.0,0.837
3800,1783400734625368687,1.691,1.704,114.4,0.841
3805,1783400734793427871,1.646,1.691,117.5,0.848
3810,1783400734961299511,1.636,1.682,118.3,0.841
3815,1783400735125259088,1.606,1.646,120.5,0.844
3820,1783400735293273949,1.647,1.646,117.5,0.844
3825,1783400735461391283,1.622,1.636,119.3,0.848
3830,1783400735635742514,1.594,1.622,121.4,0.849
3835,1783400735804978030,1.589,1.606,121.8,0.845
3840,1783400735961355135,1.546,1.594,125.1,0.847
3845,1783400736135960607,1.586,1.589,122.0,0.863
3850,1783400736293447576,1.612,1.589,120.0,0.864
3855,1783400736461084800,1.591,1.589,121.6,0.853
3860,1783400736624415204,1.539,1.586,125.7,0.857
3865,1783400736792472585,1.557,1.586,124.3,0.863
3870,1783400736961392662,1.625,1.591,119.1,0.854
3875,1783400737135866365,1.608,1.591,120.3,0.860
3880,1783400737293362411,1.635,1.608,118.4,0.863
3885,1783400737460877985,1.640,1.625,118.0,0.861
3890,1783400737624902867,1.704,1.635,113.6,0.850
3895,1783400737804247720,1.716,1.640,112.7,0.857
3900,1783400737960578827,1.849,1.704,104.6,0.856
3905,1783400738124503087,1.716,1.716,112.8,0.844
3910,1783400738304171223,1.702,1.716,113.7,0.842
3915,1783400738471680064,1.811,1.716,106.9,0.840
3920,1783400738635167265,1.804,1.804,107.3,0.828
3925,1783400738792693810,1.849,1.804,104.7,0.840
3930,1783400738961255948,1.741,1.804,111.1,0.833
3935,1783400739135543969,1.751,1.804,110.5,0.834
3940,1783400739293359682,1.688,1.751,114.7,0.839
3945,1783400739471597675,1.776,1.751,108.9,0.849
3950,1783400739625162124,1.775,1.751,109.0,0.854
3955,1783400739792726379,1.845,1.775,104.9,0.852
3960,1783400739972621295,1.786,1.776,108.3,0.837
3965,1783400740125158464,1.938,1.786,99.9,0.848
3970,1783400740293209263,2.021,1.845,95.7,0.853
3975,1783400740461299958,2.044,1.938,94.7,0.822
3980,1783400740624648336,1.968,1.968,98.3,0.838
3985,1783400740793144650,2.067,2.021,93.6,0.833
3990,1783400740971234061,2.088,2.044,92.7,0.834
3995,1783400741125286204,2.066,2.066,93.7,0.827
4000,1783400741303548273,2.046,2.066,94.6,0.829
4005,1783400741461254768,2.062,2.066,93.8,0.845
4010,1783400741624925488,2.135,2.066,90.6,0.835
4015,1783400741792991065,2.082,2.066,92.9,0.833
4020,1783400741961388681,2.045,2.062,94.6,0.841
4025,1783400742125280590,2.125,2.082,91.1,0.848
4030,1783400742293268549,2.058,2.082,94.0,0.850
4035,1783400742460531623,2.173,2.082,89.1,0.841
4040,1783400742625310334,2.138,2.125,90.5,0.837
4045,1783400742793005026,2.187,2.138,88.5,0.830
4050,1783400742961540855,2.174,2.173,89.0,0.827
4055,1783400743124992890,2.172,2.173,89.1,0.833
4060,1783400743293107259,2.173,2.173,89.0,0.837
4065,1783400743461635032,2.219,2.174,87.2,0.837
4070,1783400743625612143,2.222,2.174,87.1,0.838
4075,1783400743793664224,2.224,2.219,87.0,0.832
4080,1783400743960668738,2.375,2.222,81.5,0.829
4085,1783400744136245202,2.327,2.224,83.2,0.839
4090,1783400744292833466,2.346,2.327,82.5,0.844
4095,1783400744460704885,2.342,2.342,82.6,0.837
4100,1783400744625600748,2.364,2.346,81.8,0.841
4105,1783400744793373209,2.359,2.346,82.0,0.833
4110,1783400744961692867,2.362,2.359,81.9,0.821
4115,1783400745125665760,2.199,2.359,88.0,0.828
4120,1783400745293714684,2.194,2.359,88.2,0.829
4125,1783400745471822982,2.365,2.359,81.8,0.865
4130,1783400745625338577,2.440,2.362,79.3,0.867
4135,1783400745793698452,2.464,2.365,78.5,0.867
4140,1783400745960656958,2.617,2.440,73.9,0.854
4145,1783400746125708908,2.508,2.464,77.2,0.864
4150,1783400746293646672,2.470,2.470,78.4,0.858
4155,1783400746460699958,2.393,2.470,80.9,0.843
4160,1783400746625779721,2.488,2.488,77.8,0.840
4165,1783400746792743186,2.297,2.470,84.2,0.825
4170,1783400746957628039,2.348,2.393,82.4,0.820
4175,1783400747124766837,2.353,2.353,82.2,0.820
4180,1783400747293778027,2.424,2.353,79.8,0.823
4185,1783400747456716037,2.356,2.353,82.1,0.807
4190,1783400747624710990,2.477,2.356,78.1,0.809
4195,1783400747793808033,2.623,2.424,73.8,0.853
4200,1783400747967567120,2.649,2.477,73.1,0.848
4205,1783400748136608446,2.603,2.603,74.3,0.857
4210,1783400748293189968,2.788,2.623,69.4,0.853
4215,1783400748458403173,2.845,2.649,68.0,0.848
4220,1783400748635430579,2.707,2.707,71.5,0.864
4225,1783400748793222717,2.728,2.728,70.9,0.855
4230,1783400748967818592,2.673,2.728,72.4,0.851
4235,1783400749124791045,2.831,2.728,68.4,0.849
4240,1783400749292807088,2.733,2.728,70.8,0.848
4245,1783400749467326336,2.766,2.733,70.0,0.855
4250,1783400749625933630,2.775,2.766,69.7,0.848
4255,1783400749793857498,2.822,2.775,68.6,0.854
4260,1783400749957733918,2.712,2.766,71.3,0.844
4265,1783400750125457676,2.739,2.766,70.6,0.848
4270,1783400750293774961,2.784,2.775,69.5,0.854
4275,1783400750468224707,2.761,2.761,70.1,0.851
4280,1783400750625470299,2.732,2.739,70.8,0.859
4285,1783400750805259054,2.652,2.739,73.0,0.841
4290,1783400750968244675,2.708,2.732,71.4,0.863
4295,1783400751135363786,2.721,2.721,71.1,0.847
4300,1783400751293034153,2.742,2.721,70.6,0.824
4305,1783400751457759313,2.683,2.708,72.1,0.852
4310,1783400751625659035,2.689,2.708,72.0,0.850
4315,1783400751793603331,2.666,2.689,72.6,0.843
4320,1783400751967498998,2.633,2.683,73.5,0.835
4325,1783400752125611023,2.729,2.683,70.9,0.841
4330,1783400752294584742,2.681,2.681,72.2,0.819
4335,1783400752457633010,2.693,2.681,71.8,0.815
4340,1783400752625605851,2.649,2.681,73.1,0.823
4345,1783400752793711182,2.720,2.693,71.1,0.835
4350,1783400752957548187,2.638,2.681,73.4,0.821
4355,1783400753125518022,3.408,2.693,56.8,0.754
4360,1783400753304966351,6.056,2.720,32.0,0.610
4365,1783400753458101926,,2.720,,
4370,1783400753625694014,,2.720,,
4375,1783400753793990840,2.717,2.720,71.2,0.371
4380,1783400753958572056,1.930,2.717,100.3,0.666
4385,1783400754125636505,1.666,2.717,116.2,0.476
4390,1783400754293983465,1.492,1.930,129.7,0.753
4395,1783400754457938434,1.470,1.666,131.7,0.692
4400,1783400754626201124,1.476,1.492,131.1,0.438
4405,1783400754793769547,1.609,1.492,120.3,0.651
4410,1783400754957980000,1.477,1.477,131.0,0.505
4415,1783400755126034035,1.651,1.477,117.2,0.547
4420,1783400755293630502,1.588,1.588,121.9,0.650
4425,1783400755457974468,1.771,1.609,109.3,0.551
4430,1783400755626101321,1.901,1.651,101.8,0.740
4435,1783400755793443385,2.085,1.771,92.8,0.676
4440,1783400755958652092,2.083,1.901,92.9,0.769
4445,1783400756126001820,2.028,2.028,95.4,0.793
4450,1783400756293129878,1.801,2.028,107.4,0.757
4455,1783400756457987168,1.739,2.028,111.3,0.790
4460,1783400756626062523,1.717,1.801,112.7,0.807
4465,1783400756794094977,1.684,1.739,114.9,0.803
4470,1783400756958103658,1.842,1.739,105.0,0.794
4475,1783400757125717527,1.980,1.739,97.7,0.745
4480,1783400757294096147,2.027,1.842,95.5,0.688
4485,1783400757457102566,1.860,1.860,104.0,0.707
4490,1783400757626380372,2.469,1.980,78.4,0.496
4495,1783400757793076411,2.117,2.027,91.4,0.450
4500,1783400757958010787,2.213,2.117,87.4,0.520
4505,1783400758126211710,2.255,2.213,85.8,0.504
4510,1783400758293134609,1.805,2.213,107.2,0.565
4515,1783400758458072082,1.786,2.117,108.4,0.507
4520,1783400758626187493,2.415,2.213,80.1,0.477
4525,1783400758794083067,1.874,1.874,103.2,0.615
4530,1783400758958001166,2.379,1.874,81.3,0.468
4535,1783400759125987562,2.420,2.379,80.0,0.460
4540,1783400759293101804,2.695,2.415,71.8,0.387
4545,1783400759468216603,2.516,2.420,76.9,0.491
4550,1783400759625122860,2.476,2.476,78.2,0.481
4555,1783400759804061001,2.200,2.476,88.0,0.375
4560,1783400759967734516,,2.476,,
4565,1783400760125258927,2.144,2.476,90.3,0.664
4570,1783400760294031183,2.106,2.200,91.9,0.503
4575,1783400760457931688,2.156,2.156,89.8,0.421
4580,1783400760636273910,,2.156,,
4585,1783400760794038376,2.026,2.144,95.5,0.370
4590,1783400760957753118,1.858,2.106,104.2,0.714
4595,1783400761126695268,1.976,2.026,97.9,0.363
4600,1783400761294132983,,2.026,,
4605,1783400761457814584,2.055,2.026,94.2,0.374
4610,1783400761625173681,2.408,2.026,80.4,0.641
4615,1783400761804055957,2.322,2.055,83.3,0.580
4620,1783400761957947145,2.381,2.322,81.3,0.582
4625,1783400762125899618,2.245,2.322,86.2,0.557
4630,1783400762303828364,2.131,2.322,90.8,0.698
4635,1783400762457995696,2.072,2.245,93.4,0.740
4640,1783400762626044380,1.883,2.131,102.8,0.509
4645,1783400762793922571,1.919,2.072,100.9,0.776
4650,1783400762957715122,2.036,2.036,95.0,0.832
4655,1783400763125061654,2.045,2.036,94.6,0.783
4660,1783400763293987943,1.864,1.919,103.8,0.691
4665,1783400763458601502,2.272,2.036,85.2,0.662
4670,1783400763626266670,1.995,2.036,97.0,0.768
4675,1783400763793923401,2.068,2.045,93.6,0.772
4680,1783400763958583016,1.823,1.995,106.2,0.778
4685,1783400764125935109,1.971,1.995,98.2,0.777
4690,1783400764289663138,1.952,1.971,99.1,0.785
4695,1783400764455641906,1.887,1.952,102.5,0.770
4700,1783400764636330198,1.866,1.887,103.7,0.808
4705,1783400764799788124,1.853,1.887,104.4,0.777
4710,1783400764967900268,1.910,1.887,101.3,0.783
4715,1783400765124968242,1.913,1.887,101.2,0.780
4720,1783400765288713022,1.786,1.866,108.4,0.816
4725,1783400765457833871,1.951,1.910,99.2,0.822
4730,1783400765626258879,1.903,1.910,101.7,0.778
4735,1783400765790191545,2.003,1.913,96.6,0.776
4740,1783400765958328587,1.874,1.903,103.2,0.800
4745,1783400766125282776,1.781,1.903,108.6,0.784
4750,1783400766290234927,1.928,1.903,100.4,0.792
4755,1783400766457833267,1.986,1.928,97.4,0.774
4760,1783400766625955602,2.128,1.928,90.9,0.819
4765,1783400766790377597,2.023,1.986,95.7,0.731
4770,1783400766958325160,2.241,2.023,86.3,0.765
4775,1783400767125630214,2.147,2.128,90.1,0.666
4780,1783400767290345114,1.959,2.128,98.8,0.755
4785,1783400767457849256,1.958,2.023,98.8,0.774
4790,1783400767626223037,1.995,1.995,97.0,0.813
4795,1783400767790408743,1.880,1.959,102.9,0.756
4800,1783400767958285321,1.963,1.959,98.6,0.691
4805,1783400768126333215,1.939,1.958,99.8,0.755
4810,1783400768290232478,1.808,1.939,107.0,0.647
4815,1783400768456973583,1.994,1.939,97.0,0.759
4820,1783400768626383871,1.948,1.948,99.4,0.748
4825,1783400768789383097,2.001,1.948,96.7,0.786
4830,1783400768957305211,1.924,1.948,100.6,0.754
4835,1783400769126324909,1.823,1.948,106.1,0.795
4840,1783400769290277854,1.873,1.924,103.3,0.802
4845,1783400769467743321,1.802,1.873,107.4,0.807
4850,1783400769635653213,1.836,1.836,105.4,0.818
4855,1783400769790421475,1.860,1.836,104.1,0.777
4860,1783400769956492548,1.971,1.860,98.2,0.770
4865,1783400770125014049,1.856,1.856,104.3,0.749
4870,1783400770300074736,1.806,1.856,107.2,0.649
4875,1783400770467549151,1.829,1.856,105.8,0.707
4880,1783400770636879246,1.640,1.829,118.0,0.768
4885,1783400770789398011,1.619,1.806,119.5,0.812
4890,1783400770967855511,1.595,1.640,121.3,0.795
4895,1783400771135941686,1.677,1.640,115.4,0.807
4900,1783400771290086125,1.663,1.640,116.3,0.832
4905,1783400771468641981,1.725,1.663,112.2,0.827
4910,1783400771625480510,1.873,1.677,103.3,0.800
4915,1783400771789511664,1.862,1.725,103.9,0.815
4920,1783400771967838656,1.871,1.862,103.4,0.789
4925,1783400772136197659,1.979,1.871,97.8,0.622
4930,1783400772290173638,2.111,1.873,91.7,0.470
4935,1783400772458167909,2.002,1.979,96.7,0.664
4940,1783400772636409449,2.120,2.002,91.3,0.703
4945,1783400772789788767,2.173,2.111,89.0,0.731
4950,1783400772968285552,2.094,2.111,92.4,0.795
4955,1783400773136592466,2.173,2.120,89.0,0.785
4960,1783400773290429191,2.282,2.173,84.8,0.700
4965,1783400773458322490,2.504,2.173,77.3,0.687
4970,1783400773625478131,2.349,2.282,82.4,0.731
4975,1783400773790061352,2.458,2.349,78.7,0.708
4980,1783400773958164019,2.775,2.458,69.7,0.691
4985,1783400774136357888,2.705,2.504,71.5,0.707
4990,1783400774300276679,2.844,2.705,68.0,0.662
4995,1783400774468922887,2.924,2.775,66.2,0.634
5000,1783400774625216983,2.931,2.844,66.0,0.694
5005,1783400774799971228,3.223,2.924,60.0,0.670
5010,1783400774968058946,3.068,2.931,63.1,0.673
5015,1783400775126409824,3.521,3.068,55.0,0.523
5020,1783400775290982635,4.203,3.223,46.0,0.395
5025,1783400775458618847,,3.223,,
5030,1783400775626553986,,3.223,,
5035,1783400775789433845,,3.223,,
5040,1783400775957905172,,3.223,,
5045,1783400776126523778,,3.223,,
5050,1783400776290531527,,3.223,,
5055,1783400776458578948,,3.223,,
5060,1783400776626557631,,,,
5065,1783400776790533058,,,,
5070,1783400776958550363,,,,
5075,1783400777126631107,,,,
5080,1783400777290566780,,,,
5085,1783400777457773657,,,,
5090,1783400777625569773,,,,
5095,1783400777790534467,,,,
5100,1783400777958570588,,,,
5105,1783400778126527367,,,,
5110,1783400778290673509,,,,
5115,1783400778458603288,,,,
5120,1783400778626239830,,,,
5125,1783400778789746038,,,,
5130,1783400778958583108,9.589,,20.2,0.535
5135,1783400779126606264,10.772,10.180,18.0,0.557
5140,1783400779290628991,10.700,10.700,18.1,0.625
5145,1783400779457295293,11.832,10.736,16.4,0.365
5150,1783400779626238945,,10.736,,
5155,1783400779789716138,,10.736,,
5160,1783400779958607491,,10.736,,
5165,1783400780126623273,,10.736,,
5170,1783400780290668573,,10.736,,
5175,1783400780458709743,,10.736,,
5180,1783400780637046705,,10.736,,
5185,1783400780800165307,,,,
5190,1783400780957999105,,,,
5195,1783400781126216058,,,,
5200,1783400781300196104,,,,
5205,1783400781458114863,,,,
5210,1783400781621991033,,,,
5215,1783400781799914880,,,,
5220,1783400781958596636,,,,
5225,1783400782132241777,,,,
5230,1783400782300401151,,,,
5235,1783400782468317696,,,,
5240,1783400782631753490,,,,
5245,1783400782799827031,,,,
5250,1783400782968155998,,,,
5255,1783400783132142416,,,,
5260,1783400783289085835,,,,
5265,1783400783468553210,,,,
5270,1783400783622370729,,,,
5275,1783400783789345817,,,,
5280,1783400783968626409,,,,
5285,1783400784132396276,,,,
5290,1783400784290084377,,,,
5295,1783400784468252578,,,,
5300,1783400784631533579,,,,
5305,1783400784799958718,,,,
5310,1783400784968612329,,,,
5315,1783400785132366337,,,,
5320,1783400785300782379,,,,
5325,1783400785469142103,,,,
5330,1783400785632306652,,,,
5335,1783400785800277519,,,,
5340,1783400785968624760,,,,
5345,1783400786133089055,,,,
5350,1783400786300928072,,,,
5355,1783400786468622464,,,,
5360,1783400786632704625,,,,
5365,1783400786800366686,,,,
5370,1783400786968750497,,,,
5375,1783400787132460391,,,,
5380,1783400787300219606,,,,
5385,1783400787468119648,,,,
5390,1783400787632209353,,,,
5395,1783400787800231037,,,,
5400,1783400787969350011,,,,
5405,1783400788132235831,,,,
5410,1783400788290860599,,,,
5415,1783400788468388916,,,,
5420,1783400788632318998,,,,
5425,1783400788800302720,,,,
5430,1783400788968697520,,,,
5435,1783400789132477237,,,,
5440,1783400789290241933,,,,
5445,1783400789457732178,,,,
5450,1783400789622842268,,,,
5455,1783400789789546142,,,,
5460,1783400789957837577,,,,
5465,1783400790123826434,,,,
5470,1783400790290245427,,,,
5475,1783400790468075827,,,,
5480,1783400790632514192,,,,
5485,1783400790801025965,,,,
5490,1783400790968893596,,,,
5495,1783400791121366824,,,,
5500,1783400791300093565,,,,
5505,1783400791469086090,,,,
5510,1783400791632549106,,,,
5515,1783400791800445221,,,,
5520,1783400791968780760,,,,
5525,1783400792132905722,,,,
5530,1783400792301253263,,,,
5535,1783400792469082632,,,,
5540,1783400792632390624,,,,
5545,1783400792789319705,,,,
